,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
33,2022-08-12 15:34:36.600000,-94.175758,41.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,Band 66,66986.0,132522.0,10.0,-102.96,-14.88,-64.95,,,1.0,17.09,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,NonCA,,Band 66,,,,
34,2022-08-12 15:34:36.700000,-94.175713,41.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,Band 66,66986.0,132522.0,10.0,-101.05,-11.99,-66.91,,,1.0,15.62,8.0,9.0,,,,,,TM4,15.0,,0.0,,,QPSK,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,0.0,,0.0,,NonCA,,Band 66,,,,
35,2022-08-12 15:34:36.800000,-94.175667,41.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,Band 66,66986.0,132522.0,10.0,-104.88,-12.38,-70.0,,,2.0,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,0.0,0.0,0.0,0.0
36,2022-08-12 15:34:36.900000,-94.175629,41.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,Band 66,66986.0,132522.0,10.0,-97.41,-9.59,-68.93,,,5.86,16.4,,,2.0,0.0,100.0,0.0,0.0,TM4,,,0.0,,,QPSK,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,,,,NonCA,,Band 66,,,,
37,2022-08-12 15:34:37.000000,-94.175583,41.51775,-94.17558,41.51775,15:34:37,90.0,131.0,131.0,36.67,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,397.0,Band 66,66986.0,132522.0,10.0,-100.61,-10.33,-68.17,,,0.0,14.71,9.0,10.0,,,,,,TM4,15.0,4x2,,,20.67,,,256QAM,,1.67,0.05,0.05,0.0,0.0,,,0.007,0.009,0.007,0.008,,1.67,0.05,0.0,,,0.007,0.009,0.007,0.008,0.002,,0.002,,NonCA,NonCA,Band 66,,,,
38,2022-08-12 15:34:37.100000,-94.175537,41.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,Band 66,66986.0,132522.0,10.0,-103.83,-13.46,-68.56,,,7.5,8.55,9.33,4.33,1.0,100.0,0.0,0.0,0.0,TM4,14.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,NonCA,,Band 66,,,,
39,2022-08-12 15:34:37.200000,-94.175491,41.51775,,,,,,,,,,,8.0,7.0,325.0,16.0,10.0,46.0,291.0,27.0,18.0,64.0,142.0,30.0,23.0,70.0,340.0,32.0,,,,397.0,Band 66,66986.0,132522.0,10.0,-105.31,-14.74,-68.15,14.0,,4.5,10.73,,,1.0,100.0,0.0,0.0,0.0,TM4,,,5.67,,,64QAM,,,2.67,,,,,,0.0,,,,,,2.67,,,,0.0,,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
40,2022-08-12 15:34:37.300000,-94.175453,41.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,Band 66,66986.0,132522.0,10.0,-103.99,-14.77,-67.29,,2.0,7.71,10.41,15.0,0.0,,,,,,TM4,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,0.002,0.003,132.0,198.0
41,2022-08-12 15:34:37.400000,-94.175407,41.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,Band 66,66986.0,132522.0,10.0,-104.05,-12.13,-67.47,,,3.0,14.48,15.0,0.0,,,,,,TM4,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,NonCA,,Band 66,,,,
42,2022-08-12 15:34:37.500000,-94.175362,41.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,Band 66,66986.0,132522.0,10.0,-101.53,-9.51,-66.79,,,4.57,16.16,15.0,0.0,2.0,0.0,100.0,0.0,0.0,TM4,15.0,,4.25,,,QPSK,,,3.0,,,,,,0.0,0.0,,,,,3.0,,,,0.0,0.0,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
43,2022-08-12 15:34:37.600000,-94.175316,41.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,Band 66,66986.0,132522.0,10.0,-102.32,-9.44,-68.28,,,-1.0,17.35,11.0,11.0,,,,,,TM4,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,NonCA,,Band 66,,,,
44,2022-08-12 15:34:37.700000,-94.17527,41.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,Band 66,66986.0,132522.0,10.0,-102.48,-9.94,-68.27,,,3.13,16.95,12.0,12.0,2.0,0.0,100.0,0.0,0.0,TM4,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,0.004,,NonCA,,Band 66,,,,
45,2022-08-12 15:34:37.800000,-94.175232,41.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,Band 66,66986.0,132522.0,10.0,-99.81,-11.52,-65.84,,,5.5,15.34,12.0,11.0,,,,,,TM4,15.0,,5.5,,,64QAM,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,,,,NonCA,,Band 66,0.003,0.002,198.0,132.0
46,2022-08-12 15:34:37.900000,-94.175186,41.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,Band 66,66986.0,132522.0,10.0,-99.84,-12.24,-64.96,,,3.89,16.44,10.0,10.0,2.0,0.0,100.0,0.0,0.0,TM4,15.0,,,,23.0,,,256QAM,,1.55,,,,,,16.67,,,,,,1.55,,,,16.67,,,,,,,,,NonCA,NonCA,Band 66,,,,
47,2022-08-12 15:34:38.000000,-94.17514,41.51775,-94.17514,41.51775,15:34:38,90.0,131.0,131.0,36.67,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,397.0,Band 66,66986.0,132522.0,10.0,-101.2,-12.16,-64.89,,,,18.08,12.0,11.0,,,,,,TM4,15.0,,,,,,,,,,0.05,0.05,0.0,0.03,,,0.013,0.024,0.013,0.018,,,0.05,0.03,,,0.013,0.024,0.013,0.018,0.002,,0.002,,NonCA,,Band 66,,,,
48,2022-08-12 15:34:38.100000,-94.175095,41.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,Band 66,66986.0,132522.0,10.0,-101.13,-12.12,-65.97,,,1.71,17.9,13.0,12.0,,,,,,TM4,15.0,,6.67,,,QPSK,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,,,,NonCA,,Band 66,,,,
49,2022-08-12 15:34:38.200000,-94.175049,41.51775,,,,,,,,,,,8.0,7.0,325.0,27.0,10.0,46.0,291.0,27.0,18.0,64.0,142.0,31.0,23.0,70.0,340.0,33.0,,,,397.0,Band 66,66986.0,132522.0,10.0,-101.03,-9.48,-67.78,,,6.67,17.79,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,NonCA,,Band 66,,,,
50,2022-08-12 15:34:38.300000,-94.175011,41.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,Band 66,66986.0,132522.0,10.0,-101.31,-11.43,-65.51,,,5.08,18.78,13.0,12.0,2.0,0.0,100.0,0.0,0.0,TM4,15.0,,,,25.0,,,256QAM,,2.0,,,,,,28.57,,,,,,2.0,,,,28.57,,,,,0.002,,,,NonCA,NonCA,Band 66,0.002,0.003,132.0,198.0
51,2022-08-12 15:34:38.400000,-94.174965,41.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,Band 66,66986.0,132522.0,10.0,-99.17,-9.43,-65.97,,,1.7,20.27,13.0,13.0,,,,,,TM4,15.0,,13.33,,,256QAM,,,3.0,,,,,,0.0,0.0,,,,,3.0,,,,0.0,0.0,,,,,,,,,NonCA,,Band 66,,,,
52,2022-08-12 15:34:38.500000,-94.174919,41.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,Band 66,66986.0,132522.0,10.0,-98.99,-9.41,-66.69,11.12,,5.7,19.9,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
53,2022-08-12 15:34:38.600000,-94.174873,41.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,Band 66,66986.0,132522.0,10.0,-100.88,-10.4,-68.23,,0.56,4.38,18.03,13.0,13.0,,,,,,TM4,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,NonCA,,Band 66,,,,
54,2022-08-12 15:34:38.700000,-94.174828,41.51775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,Band 66,66986.0,132522.0,10.0,-100.68,-11.19,-67.94,,,4.2,17.81,14.0,13.0,,,,,,TM4,15.0,,7.0,,,QPSK,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,0.004,,0.004,,NonCA,,Band 66,,,,
