,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event 5G-NR Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,5G KPI PCell Chip Type,5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving PCI MOD 3,5G KPI PCell RF Serving PCI MOD 4,5G KPI PCell RF Serving PCI MOD 12,5G KPI PCell RF Serving PCI MOD 30,5G KPI PCell RF NR-ARFCN,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Subcarrier Spacing,5G KPI PCell RF Tx Beam ID 0,5G KPI PCell RF Serving PCI-SSB Idx,5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF Serving SS-RSRQ [dB],5G KPI PCell RF Serving SS-SINR [dB],5G KPI PCell RF Best Beam SSB Idx,5G KPI PCell RF Best Beam SS-RSRP [dBm],5G KPI PCell RF Best Beam SS-RSRQ [dB],5G KPI PCell RF Best Beam State,5G KPI PCell RF Pathloss [dB],5G KPI PCell RF RI,5G KPI PCell RF RI1 Rate [%],5G KPI PCell RF RI2 Rate [%],5G KPI PCell RF RI3 Rate [%],5G KPI PCell RF RI4 Rate [%],5G KPI PCell RF CQI,5G KPI PCell RF PMI i(2),5G KPI PCell RF LI,5G KPI PCell RF LI1 Rate,5G KPI PCell RF LI2 Rate,5G KPI PCell RF LI3 Rate,5G KPI PCell RF LI4 Rate,5G KPI PCell RF CRI,5G KPI PCell RF PUSCH Power [dBm],5G KPI PCell RF PUCCH Power [dBm],5G KPI PCell RF ENDC Tx Power [dBm],5G KPI PCell RF Neighbor Top1 PCI,5G KPI PCell RF Neighbor Top1 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top1 SS-RSRQ [dB],5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL Layer Num (Mode),5G KPI PCell Layer1 UL Layer Num (Avg),5G KPI PCell Layer1 UL MIMO,5G KPI PCell Layer1 UL MCS (Mode),5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 UL RB Num (Mode),5G KPI PCell Layer1 UL RB Num (Avg),5G KPI PCell Layer1 UL RB Num (Including 0),5G KPI PCell Layer1 PDSCH Throughput [Mbps],5G KPI PCell Layer1 PUSCH Throughput [Mbps],5G KPI PCell Layer1 UL BWP ID,5G KPI PCell Layer1 UL Modulation UL Pi/2 BPSK Rate [%],5G KPI PCell Layer1 UL Modulation UL QPSK Rate [%],5G KPI PCell Layer1 UL Modulation UL 16QAM Rate [%],5G KPI PCell Layer1 UL Modulation UL 64QAM Rate [%],5G KPI PCell Layer1 UL Modulation UL 256 QAM Rate [%],5G KPI PCell Layer1 UL Modulation UL 1024 QAM Rate [%],5G KPI PCell Layer1 UL Modulation Representative Value,5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info UL CA Type,5G KPI Total Info Layer1 UL BLER [%],5G KPI Total Info Layer1 UL RB Num(Including 0),5G KPI Total Info Layer1 PDSCH Throughput [Mbps],5G KPI Total Info Layer1 PUSCH Throughput [Mbps],5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info Layer2 MAC UL Throughput [Mbps],5G KPI Total Info Layer2 RLC DL Throughput [Mbps],5G KPI Total Info Layer2 RLC UL Throughput [Mbps],5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
59,2022-08-10 14:21:07.600000,-111.853828,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-95.76,-11.93,-63.88,,,-27.85,19.1,11.71,12.0,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,5.0,,,16QAM,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,0.003,,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2022-08-10 14:21:07.700000,-111.853828,40.725788,-111.85383,40.72579,13:21:06,0.0,0.0,0.0,0.84,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0,,,,,,,,,,
61,2022-08-10 14:21:07.800000,-111.853828,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-95.11,-11.66,-64.77,,,-30.51,20.55,12.0,12.5,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,,,,,,,,,,,,16.67,,,,,,,,,,16.67,,,,,0.004,,0.0,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2022-08-10 14:21:08.000000,-111.853836,40.725784,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,427.0,Band 30,9820.0,27710.0,10.0,10.0,-94.01,-11.45,-64.41,,-18.88,-29.6,20.21,11.9,12.6,2.0,0.0,100.0,0.0,0.0,TM4,12.0,4x2,2.2,,16.6,QPSK,,64QAM,3.0,3.11,0.06,0.06,0.0,0.06,0.0,0.0,0.014,0.032,0.014,0.028,3.0,3.11,0.06,0.06,0.0,0.0,0.014,0.032,0.014,0.028,0.002,,0.0,,NonCA,NonCA,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002
63,2022-08-10 14:21:08.200000,-111.853836,40.725784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-93.55,-12.22,-63.83,4.91,,-26.78,22.35,12.43,12.14,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,12.33,26.0,,16QAM,256QAM,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,0.002,,0.0,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0,,,,,,,,,,
64,2022-08-10 14:21:08.400000,-111.853844,40.725784,,,,,,,,,,,10.0,34.0,246.0,27.0,18.0,72.0,29.0,30.0,23.0,64.0,262.0,23.0,26.0,14.0,258.0,18.0,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-94.0,-12.08,-64.0,,-18.56,-32.87,21.97,11.75,12.25,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2022-08-10 14:21:08.500000,-111.853844,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004
66,2022-08-10 14:21:08.600000,-111.853851,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-95.28,-11.88,-64.83,,,-25.02,19.77,11.6,13.0,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,3.0,,,QPSK,,,3.0,,,,,,0.0,0.0,,,,,3.0,,,,0.0,0.0,,,,,0.004,,0.0,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2022-08-10 14:21:08.700000,-111.853851,40.72578,-111.85385,40.72578,13:21:07,0.0,0.0,0.0,2.02,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-94.58,-11.95,-65.09,,,-30.46,20.5,12.0,12.6,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,16.5,,,64QAM,,3.36,,,,,,0.0,,,,,,3.36,,,,0.0,,,,,,,,,NonCA,NonCA,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,184.0,184.0,,,,,,,,,,
68,2022-08-10 14:21:08.800000,-111.853851,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-95.25,-12.92,-64.86,,,-21.78,19.28,11.4,12.0,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,4.2,,,16QAM,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,0.004,,0.0,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2022-08-10 14:21:08.900000,-111.853851,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-94.21,-11.83,-65.2,,,-32.91,20.87,10.5,12.0,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,,,,,,,,,,,,28.57,,,,,,,,,,28.57,,,,,,,,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2022-08-10 14:21:09.000000,-111.853851,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,-18.0,,10.5,11.5,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,,,,,,,0.06,0.05,0.02,0.06,,,0.019,0.027,0.016,0.024,,,0.06,0.06,,,0.019,0.027,0.016,0.024,0.002,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002
71,2022-08-10 14:21:09.100000,-111.853851,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-94.39,-11.39,-65.8,,,-24.75,20.27,11.43,12.0,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,9.67,22.0,,256QAM,256QAM,,3.0,,,,,,20.0,,,,,,3.0,,,,20.0,,,,,,,0.003,,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2022-08-10 14:21:09.200000,-111.853851,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0,,,,,,,,,,
73,2022-08-10 14:21:09.300000,-111.853859,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-94.44,-12.18,-64.79,,-18.2,-34.09,19.7,11.5,11.75,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,,,17.5,,,64QAM,,3.2,,,,,,16.67,,,,,,3.2,,,,16.67,,,,,0.002,,0.0,,NonCA,NonCA,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2022-08-10 14:21:09.400000,-111.853859,40.72578,,,,,,,,,,,10.0,34.0,246.0,27.0,18.0,72.0,29.0,32.0,23.0,64.0,262.0,23.0,26.0,14.0,258.0,23.0,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-94.63,-12.02,-65.25,,,-24.55,19.88,10.4,11.0,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,4.0,1.0,,16QAM,QPSK,,3.75,,,,,,0.0,0.0,,,,,3.75,,,,0.0,0.0,,,,,,,,0.003,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2022-08-10 14:21:09.500000,-111.853859,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
76,2022-08-10 14:21:09.600000,-111.853859,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-94.23,-12.95,-64.22,5.44,-18.07,-26.69,19.45,11.0,11.0,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,0.002,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2022-08-10 14:21:09.700000,-111.853859,40.72578,-111.85386,40.72578,13:21:08,0.0,0.0,0.0,0.84,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0,,,,,,,,,,
78,2022-08-10 14:21:09.800000,-111.853859,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-94.89,-12.79,-64.03,,,-24.94,18.56,10.75,10.75,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,7.25,17.0,,QPSK,64QAM,,3.0,,,,,,0.0,0.0,,,,,3.0,,,,0.0,0.0,,,,,0.004,,0.0,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2022-08-10 14:21:10.000000,-111.853859,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,427.0,Band 30,9820.0,27710.0,10.0,10.0,-93.63,-11.82,-64.3,,,-26.86,19.34,10.88,10.5,2.0,0.0,100.0,0.0,0.0,TM4,1.0,4x2,5.0,,16.86,16QAM,,64QAM,3.0,3.0,0.05,0.05,0.0,0.07,0.0,,0.008,0.032,0.008,0.023,3.0,3.0,0.05,0.07,0.0,,0.008,0.032,0.008,0.023,,,,,NonCA,NonCA,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
80,2022-08-10 14:21:10.100000,-111.853859,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-93.44,-13.16,-62.61,,,-25.05,19.13,10.0,10.33,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.002,,0.0,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2022-08-10 14:21:10.200000,-111.853859,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0,,,,,,,,,,
82,2022-08-10 14:21:10.300000,-111.853859,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-93.56,-12.54,-63.52,,,-26.89,19.0,11.0,10.8,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,4.0,,,16QAM,,,3.0,,,,,,0.0,14.29,,,,,3.0,,,,0.0,14.29,,,,,0.002,,0.0,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2022-08-10 14:21:10.500000,-111.853859,40.72578,,,,,,,,,,,10.0,34.0,246.0,21.0,18.0,72.0,29.0,33.0,23.0,64.0,262.0,23.0,26.0,14.0,258.0,22.0,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-93.92,-11.89,-65.05,,,-24.86,17.93,10.75,10.38,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,0.003,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002
84,2022-08-10 14:21:10.600000,-111.853859,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-95.5,-13.6,-64.56,,,-25.83,16.97,10.0,9.4,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,4.0,,16.22,16QAM,,64QAM,3.0,3.5,,,,,0.0,37.5,,,,,3.0,3.5,,,0.0,37.5,,,,,0.004,,0.0,,NonCA,NonCA,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2022-08-10 14:21:10.700000,-111.853859,40.72578,-111.85386,40.72578,13:21:09,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0,,,,,,,,,,
86,2022-08-10 14:21:10.800000,-111.853859,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-95.83,-13.63,-64.6,5.57,-18.52,-29.8,17.63,10.29,9.86,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.0,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2022-08-10 14:21:11.000000,-111.853859,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,427.0,Band 30,9820.0,27710.0,10.0,10.0,-95.48,-12.48,-65.31,,-18.0,-27.02,19.1,11.8,12.0,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,10.0,14.0,,64QAM,64QAM,,3.0,,0.06,0.06,0.01,0.05,20.0,0.0,0.02,0.028,0.015,0.024,3.0,,0.06,0.05,20.0,0.0,0.02,0.028,0.015,0.024,,,,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
88,2022-08-10 14:21:11.200000,-111.853859,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-95.35,-13.73,-64.13,,,-25.72,19.06,12.0,12.0,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,5.0,,,16QAM,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,0.002,,0.0,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0,,,,,,,,,,
89,2022-08-10 14:21:11.300000,-111.853859,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-96.75,-13.06,-66.39,,,-22.52,18.05,11.5,11.67,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,17.29,,,64QAM,,3.18,,,,,,0.0,,,,,,3.18,,,,0.0,,,,,0.004,,0.0,,NonCA,NonCA,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2022-08-10 14:21:11.400000,-111.853859,40.72578,,,,,,,,,,,10.0,34.0,246.0,21.0,18.0,72.0,29.0,32.0,23.0,64.0,262.0,23.0,26.0,14.0,258.0,22.0,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-96.13,-13.65,-65.47,,,-28.36,18.72,12.33,12.33,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,7.4,26.0,,QPSK,256QAM,,3.0,,,,,,16.67,,,,,,3.0,,,,16.67,,,,,,,,,0.003,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2022-08-10 14:21:11.500000,-111.853859,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002
92,2022-08-10 14:21:11.600000,-111.853859,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-94.71,-12.63,-64.9,,,-29.3,18.45,12.71,13.0,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,,,,,,,,,,,,40.0,,,,,,,,,,40.0,,,,,0.003,,0.001,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2022-08-10 14:21:11.700000,-111.853859,40.72578,-111.85386,40.72578,13:21:10,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0,,,,,,,,,,
94,2022-08-10 14:21:11.800000,-111.853859,40.72578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-92.93,-12.71,-62.84,,,-33.5,19.23,13.0,13.0,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,10.25,,,16QAM,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,,,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
