,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving BandWidth(UL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],LTE KPI SCell[2] WB CQI CW0,LTE KPI SCell[2] WB CQI CW1,LTE KPI SCell[2] WB RI,LTE KPI SCell[2] WB RI1 Rate,LTE KPI SCell[2] WB RI2 Rate,LTE KPI SCell[2] WB RI3 Rate,LTE KPI SCell[2] WB RI4 Rate,LTE KPI SCell[2] Tx Mode,LTE KPI SCell[2] WB PMI 0,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
83,2022-08-11 14:12:07.700000,-105.004814,39.747005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-79.36,-10.11,-50.76,,,-6.1,11.04,8.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,2.0,,,,18.36,,,64QAM,,2.0,,,,,,,,,,,,2.0,,,,,,,,,0.002,,0.002,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0
84,2022-08-11 14:12:07.800000,-105.004822,39.747005,,,,,,,,,,,10.0,27.0,251.0,32.0,18.0,0.0,0.0,33.0,23.0,56.0,266.0,34.0,24.0,5.0,134.0,22.0,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-79.7,-9.87,-51.83,,,-6.63,9.45,7.0,0.0,,,,,,TM4,3.0,,6.0,,,16QAM,,,3.0,,,,,,33.33,0.0,,,,,3.0,,,,33.33,0.0,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2022-08-11 14:12:07.900000,-105.004822,39.747009,-105.00482,39.74701,13:12:07,316.0,11.0,11.0,2.81,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-81.19,-10.83,-52.56,,,-8.13,7.04,7.0,0.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2022-08-11 14:12:08.000000,-105.004822,39.747013,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.65,-13.01,-52.39,,,-6.0,6.17,6.0,0.0,,,,,,TM4,0.0,2x2,,,,,,,,,0.1,0.1,0.0,0.03,,,0.008,0.019,0.008,0.019,,,0.1,0.03,,,0.008,0.019,0.008,0.019,,,,0.003,,NonCA,,Band 66,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2022-08-11 14:12:08.100000,-105.004829,39.747013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-82.3,-12.13,-51.98,,,-6.25,8.21,8.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,2.0,,4.5,,,QPSK,,,3.75,,,,,,0.0,,,,,,3.75,,,,0.0,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2022-08-11 14:12:08.200000,-105.004829,39.747017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-82.53,-12.07,-53.13,,,-3.0,6.98,6.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,,,23.0,,,256QAM,,2.0,,,,,,0.0,,,,,,2.0,,,,0.0,,,,,0.002,,0.002,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0
89,2022-08-11 14:12:08.300000,-105.004837,39.747017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-82.07,-11.49,-52.73,,,-5.33,8.26,8.0,0.0,,,,,,TM4,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2022-08-11 14:12:08.400000,-105.004837,39.747017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-82.47,-11.86,-52.77,3.31,,-5.2,7.95,,,1.0,100.0,0.0,0.0,0.0,TM4,,,3.0,,,QPSK,,,4.5,,,,,,0.0,,,,,,4.5,,,,0.0,,,,,,0.004,,0.004,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2022-08-11 14:12:08.500000,-105.004837,39.747021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-82.28,-11.82,-52.4,,-10.02,-4.67,10.07,8.0,0.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2022-08-11 14:12:08.600000,-105.004845,39.747021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-82.63,-11.86,-52.6,,,-5.5,7.48,8.0,0.0,,,,,,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2022-08-11 14:12:08.700000,-105.004845,39.747025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-84.7,-12.97,-53.55,,,-2.8,5.08,,,1.0,100.0,0.0,0.0,0.0,TM4,,,3.25,,,QPSK,,,4.5,,,,,,0.0,,,,,,4.5,,,,0.0,,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0
94,2022-08-11 14:12:08.800000,-105.004852,39.747025,,,,,,,,,,,10.0,27.0,251.0,31.0,18.0,0.0,0.0,33.0,23.0,56.0,266.0,35.0,24.0,5.0,134.0,22.0,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-86.08,-14.95,-53.64,,,1.21,4.91,5.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,0.003,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2022-08-11 14:12:08.900000,-105.004852,39.747028,-105.00485,39.74703,13:12:08,316.0,14.0,14.0,3.4,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.82,-14.77,-52.04,,,0.9,3.88,5.0,0.0,,,,,,TM4,3.0,,,,19.33,,,64QAM,,2.0,,,,,,,,,,,,2.0,,,,,,,,,0.002,,0.002,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2022-08-11 14:12:09.000000,-105.004852,39.747032,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,155.0,Band 66,66586.0,132122.0,10.0,10.0,-82.78,-13.41,-52.38,,,4.5,3.83,,,1.0,100.0,0.0,0.0,0.0,TM4,,,2.67,,,QPSK,,,6.0,,0.16,0.16,0.0,0.04,0.0,14.29,0.009,0.025,0.009,0.023,6.0,,0.16,0.04,0.0,14.29,0.009,0.025,0.009,0.023,,,,0.003,,NonCA,,Band 66,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2022-08-11 14:12:09.100000,-105.00486,39.747036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.65,-13.66,-52.44,,,2.2,5.84,6.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2022-08-11 14:12:09.200000,-105.00486,39.747036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-85.45,-14.04,-53.92,,,2.0,7.48,5.0,0.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0
99,2022-08-11 14:12:09.300000,-105.004868,39.74704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-85.08,-13.76,-52.97,,,0.5,5.17,5.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,3.0,,,QPSK,,,4.75,,,,,,0.0,,,,,,4.75,,,,0.0,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2022-08-11 14:12:09.400000,-105.004868,39.747044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-84.21,-13.74,-51.9,,,0.7,3.83,5.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.004,,0.004,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2022-08-11 14:12:09.500000,-105.004868,39.747047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-82.95,-13.4,-52.33,,,-1.88,3.76,5.0,0.0,,,,,,TM4,1.0,,,,24.11,,,256QAM,,1.89,,,,,,,,,,,,1.89,,,,,,,,,,,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2022-08-11 14:12:09.600000,-105.004875,39.747051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-84.13,-13.84,-52.72,,,-2.29,1.89,5.0,0.0,,,,,,TM4,3.0,,3.0,,,QPSK,,,4.5,,,,,,0.0,0.0,,,,,4.5,,,,0.0,0.0,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2022-08-11 14:12:09.700000,-105.004875,39.747051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-84.23,-14.13,-52.01,7.67,,-8.0,2.26,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0
104,2022-08-11 14:12:09.800000,-105.004883,39.747055,,,,,,,,,,,10.0,27.0,251.0,31.0,18.0,0.0,0.0,32.0,23.0,56.0,266.0,31.0,24.0,5.0,134.0,22.0,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.92,-14.04,-51.56,,-4.25,-4.0,2.0,5.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2022-08-11 14:12:09.900000,-105.004883,39.747059,-105.00488,39.74706,13:12:09,316.0,16.0,16.0,4.21,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-84.9,-15.29,-51.19,,,-4.4,3.43,4.0,0.0,,,,,,TM4,1.0,,2.0,,,QPSK,,,6.0,,,,,,0.0,,,,,,6.0,,,,0.0,,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2022-08-11 14:12:10.000000,-105.00489,39.747063,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE(3CA),,,,LTE Qualcomm,155.0,Band 66,66586.0,132122.0,10.0,10.0,-85.69,-16.27,-50.16,,,-2.6,2.82,2.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,2x4,,,,,,,,,0.79,0.79,0.0,0.05,,0.0,0.025,0.029,0.025,0.027,,,0.79,0.05,,0.0,0.025,0.029,0.025,0.027,,,,0.003,,NonCA,,Band 66,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2022-08-11 14:12:10.100000,-105.00489,39.747066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-85.25,-15.7,-47.67,,,-2.88,-0.1,2.5,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2022-08-11 14:12:10.200000,-105.004898,39.747066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-85.47,-15.33,-47.69,,,-4.44,0.84,3.0,0.0,,,,,,TM4,3.0,,1.0,,23.0,QPSK,,256QAM,4.5,1.91,,,,,0.0,,,,,,4.5,1.91,,,0.0,,,,,,0.002,0.003,0.002,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0
109,2022-08-11 14:12:10.231729,-105.004898,39.74707,,,,,,,,,,,,,,,,,,,,,,,,,,,,reportStrongestCells,reportStrongestCells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2022-08-11 14:12:10.300000,-105.004898,39.74707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-85.66,-16.19,-47.9,,,-3.88,2.07,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,14.29,,,,,,,,,,14.29,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2022-08-11 14:12:10.400000,-105.004898,39.747074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-85.65,-17.29,-47.09,,,-6.88,-0.06,7.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.003,3589.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2022-08-11 14:12:10.428678,-105.004906,39.747074,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA3,eventA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2022-08-11 14:12:10.463667,-105.004906,39.747078,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handover Attempt,Handover Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2022-08-11 14:12:10.482936,-105.004906,39.747078,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handover Success,Handover Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2022-08-11 14:12:10.494637,-105.004906,39.747078,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg1(RA),PRACH: Msg1(RA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2022-08-11 14:12:10.500000,-105.004906,39.747078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,Band 66,66586.0,132122.0,10.0,10.0,-74.05,-10.3,-46.74,,,-0.27,8.03,10.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,13.0,,1.25,,,QPSK,,,14.17,,,,,,0.0,0.0,,,,,14.17,,,,0.0,0.0,,,,,,,,,3589.0,3CA,,Band 66+Band 66+Band 2,,153.0,Band 66,67086.0,132622.0,10.0,10.0,-80.02,-6.46,-52.54,12.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2022-08-11 14:12:10.510702,-105.004906,39.747078,,,,,,,,,,,,,,,,,,,,,,,,,,,,Received RAR[True],Received RAR[True],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2022-08-11 14:12:10.510734,-105.004906,39.747078,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg2(RAR),PRACH: Msg2(RAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2022-08-11 14:12:10.510748,-105.004906,39.747078,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg3(UE ID),PRACH: Msg3(UE ID),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2022-08-11 14:12:10.600000,-105.004906,39.747082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,Band 66,66586.0,132122.0,10.0,10.0,-75.88,-10.4,-48.49,,,-4.19,6.84,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,19.25,,,256QAM,,2.38,,,,,,,,,,,,2.38,,,,,,,,,,,,,3589.0,3CA,NonCA,Band 66+Band 66+Band 2,,153.0,Band 66,67086.0,132622.0,10.0,10.0,-80.36,-8.44,-54.3,10.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2022-08-11 14:12:10.700000,-105.004913,39.747082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,Band 66,66586.0,132122.0,10.0,10.0,-77.1,-10.82,-49.29,,,-5.63,3.93,10.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,0.013,,3589.0,3CA,,Band 66+Band 66+Band 2,,153.0,Band 66,67086.0,132622.0,10.0,10.0,-82.26,-9.15,-55.98,8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0
122,2022-08-11 14:12:10.800000,-105.004913,39.747086,,,,,,,,,,,10.0,27.0,251.0,34.0,18.0,0.0,0.0,31.0,23.0,56.0,266.0,30.0,24.0,5.0,134.0,22.0,,,,,,153.0,Band 66,66586.0,132122.0,10.0,10.0,-82.24,-15.24,-50.01,,-7.32,-8.75,-0.97,9.0,0.0,,,,,,TM4,13.0,,8.83,,25.0,QPSK,,256QAM,15.17,2.0,,,,,0.0,,,,,,15.17,2.0,,,0.0,,,,,,,,,,3589.0,3CA,NonCA,Band 66+Band 66+Band 2,,153.0,Band 66,67086.0,132622.0,10.0,10.0,-86.72,-11.6,-57.52,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2022-08-11 14:12:10.900000,-105.004921,39.747089,-105.00492,39.74709,13:12:10,318.0,19.0,19.0,4.78,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,153.0,Band 66,66586.0,132122.0,10.0,10.0,-84.39,-18.03,-49.33,,,-3.31,-1.29,,,3.0,0.0,0.0,100.0,0.0,TM4,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.002,,0.002,,3589.0,3CA,,Band 66+Band 66+Band 2,,153.0,Band 66,67086.0,132622.0,10.0,10.0,-88.48,-13.01,-57.3,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2022-08-11 14:12:11.000000,-105.004929,39.747093,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE(3CA),,,,LTE Qualcomm,153.0,Band 66,66586.0,132122.0,10.0,10.0,-82.56,-17.99,-47.57,4.22,,-4.6,-0.94,4.5,4.5,3.0,0.0,0.0,100.0,0.0,TM4,12.0,4x4,,,,,,,,,0.16,0.15,0.06,0.04,,,0.034,0.024,0.009,0.022,,,0.19,0.04,,,0.059,0.024,0.009,0.022,,,,0.004,3589.0,3CA,,Band 66+Band 66+Band 2,10.0,153.0,Band 66,67086.0,132622.0,10.0,10.0,-88.06,-11.0,-59.13,2.8,,,,0.04,0.04,0.0,,0.024,,,,,,,,,,,,,,,,,,,,,,
125,2022-08-11 14:12:11.100000,-105.004929,39.747097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,Band 66,66586.0,132122.0,10.0,10.0,-81.57,-16.52,-48.06,,-6.86,-1.93,-0.4,4.0,5.0,,,,,,TM4,12.0,,6.33,15.5,,QPSK,QPSK,,4.0,,,,,,33.33,,,,,,20.0,,,,40.0,,,,,,,,,,3589.0,NonCA,,Band 66,,,,,,,,,,,,27.0,64QAM,16.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,
126,2022-08-11 14:12:11.200000,-105.004936,39.747101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,Band 66,66586.0,132122.0,10.0,10.0,-82.65,-17.44,-48.21,,,-4.75,-1.11,5.0,5.0,3.0,0.0,0.0,100.0,0.0,TM4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,3589.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0
