,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
12,2022-08-08 15:07:59.900000,-118.237549,34.058441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-72.19,-11.13,-41.06,,,-18.0,7.1,12.0,0.0,,,,,,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,0.0,0.0,0.0,0.0
13,2022-08-08 15:08:00.000000,-118.237549,34.058441,-118.23755,34.05844,13:07:59,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-75.63,-11.56,-43.31,,-15.64,-17.0,6.3,12.0,0.0,,,,,,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 66,,,,
14,2022-08-08 15:08:00.300000,-118.237549,34.058441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,
15,2022-08-08 15:08:00.400000,-118.237549,34.058441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.5,-11.38,-40.0,,,-20.0,3.9,8.0,0.0,,,,,,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,0.0,0.0,0.0,0.0
16,2022-08-08 15:08:00.500000,-118.237549,34.058441,,,,,,,,,,,10.0,54.0,270.0,34.0,18.0,57.0,65.0,40.0,23.0,70.0,341.0,38.0,24.0,10.0,106.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
17,2022-08-08 15:08:00.600000,-118.237549,34.058441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,
18,2022-08-08 15:08:00.700000,-118.237549,34.058441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-70.81,-11.0,-39.88,,,,5.8,9.0,0.0,,,,,,TM4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
19,2022-08-08 15:08:00.900000,-118.237549,34.058441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
20,2022-08-08 15:08:01.000000,-118.237549,34.058441,-118.23755,34.05844,13:08:00,226.0,1.0,1.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,5.0,Band 66,66586.0,132122.0,10.0,10.0,-70.38,-11.44,-38.94,,,-20.0,5.2,,,,,,,,,,,,,,,,,,,0.14,0.14,0.0,0.02,,,0.014,0.008,0.014,0.006,,,0.14,0.02,,,0.014,0.008,0.014,0.006,,0.0,,,NonCA,,Band 66,,,,
21,2022-08-08 15:08:01.100000,-118.237549,34.058441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-72.69,-11.13,-41.0,,-20.25,-24.0,3.2,8.0,0.0,,,,,,TM4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 66,,,,
22,2022-08-08 15:08:01.200000,-118.237549,34.058441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-73.2,-10.83,-40.77,,,-16.0,4.38,6.5,3.0,2.0,0.0,100.0,0.0,0.0,TM4,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
23,2022-08-08 15:08:01.300000,-118.237549,34.058441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.48,-11.41,-39.69,,,-21.75,4.77,8.0,0.0,,,,,,TM4,6.0,,2.5,,,16QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
24,2022-08-08 15:08:01.400000,-118.237549,34.058441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-74.4,-11.54,-40.84,,,-19.5,5.72,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,0.002,0.002,132.0,132.0
25,2022-08-08 15:08:01.500000,-118.237549,34.058441,,,,,,,,,,,10.0,54.0,270.0,33.0,18.0,57.0,65.0,35.0,23.0,70.0,341.0,30.0,24.0,10.0,106.0,34.0,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-74.28,-10.72,-41.01,,,-26.0,4.84,7.0,4.0,,,,,,TM4,14.0,,,,,,,,,,,,,,,16.67,,,,,,,,,,16.67,,,,,,,,0.001,NonCA,,Band 66,,,,
26,2022-08-08 15:08:01.600000,-118.237549,34.058441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.8,-11.14,-40.04,,,-20.11,5.11,7.0,6.0,,,,,,TM4,14.0,,2.5,,,16QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.004,,0.004,,NonCA,,Band 66,,,,
27,2022-08-08 15:08:01.700000,-118.237549,34.058441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.82,-10.98,-40.82,,,-21.0,6.28,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
28,2022-08-08 15:08:01.800000,-118.237549,34.058441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.99,-10.61,-41.13,,,-22.14,4.8,10.0,0.0,,,,,,TM4,14.0,,,,,,,,,,,,,,,28.57,,,,,,,,,,28.57,,,,,,,,,NonCA,,Band 66,,,,
29,2022-08-08 15:08:01.900000,-118.237549,34.058441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.63,-11.36,-40.18,,,-23.7,5.35,9.0,0.0,,,,,,TM4,6.0,,2.5,,22.58,16QAM,,256QAM,4.0,1.5,,,,,0.0,,,,,,4.0,1.5,,,0.0,,,,,,0.002,,0.002,,NonCA,NonCA,Band 66,0.002,0.002,132.0,132.0
30,2022-08-08 15:08:02.000000,-118.237549,34.058441,-118.23755,34.05844,13:08:01,216.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.92,-11.36,-40.56,,,-23.38,4.76,,,2.0,0.0,100.0,0.0,0.0,TM4,,4x2,,,,,,,,,0.09,0.09,0.0,0.02,,,0.01,0.016,0.01,0.015,,,0.09,0.02,,,0.01,0.016,0.01,0.015,,,,,NonCA,,Band 66,,,,
31,2022-08-08 15:08:02.100000,-118.237549,34.058441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-72.58,-12.12,-40.49,,,-20.33,5.84,8.0,3.0,,,,,,TM4,1.0,,,,25.0,,,256QAM,,1.0,,,,,,,,,,,,1.0,,,,,,,,,0.002,,0.002,,NonCA,NonCA,Band 66,,,,
32,2022-08-08 15:08:02.200000,-118.237549,34.058437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.88,-10.69,-41.07,,,-17.6,6.04,7.0,6.0,,,,,,TM4,1.0,,4.0,,,QPSK,,,4.0,,,,,,0.0,0.0,,,,,4.0,,,,0.0,0.0,,,,,,,,,NonCA,,Band 66,,,,
33,2022-08-08 15:08:02.300000,-118.237549,34.058437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.58,-10.83,-40.74,-11.39,,-22.0,6.37,6.0,8.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,0.002,,NonCA,,Band 66,,,,
34,2022-08-08 15:08:02.400000,-118.237549,34.058437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-70.41,-10.07,-40.34,,-24.68,-15.36,6.94,8.0,7.0,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,0.003,0.003,198.0,198.0
35,2022-08-08 15:08:02.500000,-118.237549,34.058434,,,,,,,,,,,10.0,54.0,270.0,35.0,18.0,57.0,65.0,36.0,23.0,70.0,341.0,33.0,24.0,10.0,106.0,32.0,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-70.54,-10.66,-39.86,,,-17.63,6.41,6.0,9.0,,,,,,TM4,2.0,,2.5,,,16QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,0.003,NonCA,,Band 66,,,,
36,2022-08-08 15:08:02.600000,-118.237556,34.058434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-70.86,-10.7,-40.1,,,-18.38,6.01,7.0,8.0,,,,,,TM4,14.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.004,,0.004,,NonCA,,Band 66,,,,
37,2022-08-08 15:08:02.700000,-118.237556,34.058434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.34,-10.48,-39.93,,,-23.67,6.28,5.0,8.0,2.0,0.0,100.0,0.0,0.0,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
38,2022-08-08 15:08:02.800000,-118.237556,34.058434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-72.68,-10.99,-40.23,,,-15.44,5.27,5.0,6.0,,,,,,TM4,14.0,,2.5,,,16QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
39,2022-08-08 15:08:02.900000,-118.237556,34.05843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-73.59,-13.01,-40.35,,,-15.3,2.17,6.0,3.0,,,,,,TM4,12.0,,,,25.0,,,256QAM,,1.27,,,,,,16.67,,,,,,1.27,,,,16.67,,,,,,,,,NonCA,NonCA,Band 66,0.002,0.002,132.0,132.0
40,2022-08-08 15:08:03.000000,-118.237556,34.05843,-118.23756,34.05843,13:08:02,207.0,4.0,4.0,1.45,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,5.0,Band 66,66586.0,132122.0,10.0,10.0,-73.3,-12.24,-40.7,,,-16.63,4.6,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,0.53,0.42,0.4,0.02,,,0.126,0.02,0.059,0.017,,,0.53,0.02,,,0.126,0.02,0.059,0.017,,,,,NonCA,,Band 66,,,,
41,2022-08-08 15:08:03.100000,-118.237556,34.05843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.97,-11.81,-40.17,,,-24.0,4.35,7.5,0.0,,,,,,TM4,12.0,,3.67,4.0,,16QAM,16QAM,,22.4,,,,,,42.86,,,,,,22.4,,,,42.86,,,,,,0.048,,0.048,,NonCA,,Band 66,,,,
42,2022-08-08 15:08:03.200000,-118.237556,34.058426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-72.01,-12.47,-39.56,,,-19.5,3.0,8.0,0.0,,,,,,TM4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
43,2022-08-08 15:08:03.300000,-118.237556,34.058426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-72.67,-11.73,-40.62,,,-24.0,3.71,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
44,2022-08-08 15:08:03.400000,-118.237556,34.058426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-73.86,-12.18,-41.69,,,-19.22,4.27,10.0,0.0,,,,,,TM4,12.0,,2.5,,24.56,16QAM,,256QAM,4.0,1.11,,,,,0.0,0.0,,,,,4.0,1.11,,,0.0,0.0,,,,,,,,,NonCA,NonCA,Band 66,0.026,0.004,1626.0,258.0
45,2022-08-08 15:08:03.500000,-118.237556,34.058426,,,,,,,,,,,10.0,54.0,270.0,35.0,18.0,57.0,65.0,33.0,23.0,70.0,341.0,34.0,24.0,10.0,106.0,35.0,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-75.0,-11.71,-42.84,,,-25.0,4.34,9.0,0.0,,,,,,TM4,12.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,0.003,NonCA,,Band 66,,,,
46,2022-08-08 15:08:03.600000,-118.237556,34.058422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-73.5,-11.69,-41.74,-9.17,,-16.67,6.49,8.0,6.0,2.0,50.0,50.0,0.0,0.0,TM4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
47,2022-08-08 15:08:03.700000,-118.237556,34.058422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.82,-8.73,-41.32,,-22.15,-23.0,6.43,9.0,0.0,,,,,,TM4,12.0,,2.5,,,16QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,,NonCA,,Band 66,,,,
48,2022-08-08 15:08:03.800000,-118.237556,34.058422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-72.23,-9.56,-41.08,,,-18.14,8.46,10.0,0.0,,,,,,TM4,12.0,,,,,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,,,0.004,0.004,0.004,,NonCA,,Band 66,,,,
49,2022-08-08 15:08:03.900000,-118.237556,34.058418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.53,-8.28,-41.26,,,-25.0,8.25,11.0,0.0,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,0.002,0.002,132.0,132.0
50,2022-08-08 15:08:04.000000,-118.237556,34.058418,-118.23756,34.05842,13:08:03,209.0,5.0,5.0,1.11,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,5.0,Band 66,66586.0,132122.0,10.0,10.0,-72.96,-8.45,-41.0,,,-18.5,7.5,6.0,6.0,,,,,,TM4,12.0,4x2,2.5,,,16QAM,,,4.0,,0.13,0.13,0.0,0.02,0.0,,0.011,0.018,0.011,0.014,4.0,,0.13,0.02,0.0,,0.011,0.018,0.011,0.014,,,,,NonCA,,Band 66,,,,
51,2022-08-08 15:08:04.100000,-118.237556,34.058418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-73.51,-10.64,-40.61,,,-24.5,5.96,8.0,6.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
