TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB CQI CW1,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] WB PMI 0,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],LTE KPI SCell[2] WB CQI CW0,LTE KPI SCell[2] WB CQI CW1,LTE KPI SCell[2] WB RI,LTE KPI SCell[2] WB RI1 Rate,LTE KPI SCell[2] WB RI2 Rate,LTE KPI SCell[2] WB RI3 Rate,LTE KPI SCell[2] WB RI4 Rate,LTE KPI SCell[2] Tx Mode,LTE KPI SCell[2] WB PMI 0,LTE KPI SCell[2] M(Tx) x N(Rx) Ant ,LTE KPI SCell[2] DL MCS0,LTE KPI SCell[2] DL MCS1,LTE KPI SCell[2] DL Modulation0,LTE KPI SCell[2] DL Modulation1,LTE KPI Scell[2] PDSCH PRB Number(Avg),LTE KPI SCell[2] PDSCH PRB Number(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[2] PDSCH BLER[%],LTE KPI SCell[2] PDSCH Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
2022-08-10 19:05:16.800000,-108.897743,41.692051,-108.897740,41.692050,18:05:17,89,121,121.00,33.27,1,2,,,,,,,,,,,,,,,,,,,,,,,417,Band 66,67086,132622,10,10,-91.63,-7.97,-66.66,,,-17.44,24.90,13.00,14.00,2,0.00,100.00,0.00,0.00,TM4,4,,6.33,18.00,,QPSK,64QAM,,5.00,,,,,,0.00,,,,,,5.00,,,,0.00,,,,,,0.000,,0.000,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:05:16.900000,-108.897705,41.692051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-08-10 19:05:17.000000,-108.897659,41.692051,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,2,0.00,100.00,0.00,0.00,TM4,,4x2,,,,,,,,,0.09,0.09,0.00,0.06,,,0.013,0.048,0.013,0.033,,,0.09,0.06,,,0.013,0.048,0.013,0.033,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:05:17.200000,-108.897575,41.692055,,,,,,,,,,,1,39.000,302.000,26.000,3,13.000,302.000,24.000,10,34.000,111.000,30.000,23,5.000,117.000,21.000,,,,,,417,Band 66,67086,132622,10,10,-104.04,-11.48,-75.33,,,-19.87,14.12,10.44,10.44,2,0.00,100.00,0.00,0.00,TM4,4,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,0.000,,0.000,0.009,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:05:17.400000,-108.897499,41.692055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,Band 66,67086,132622,10,10,-103.89,-9.47,-76.36,,,-23.10,14.12,9.83,9.67,2,0.00,100.00,0.00,0.00,TM4,4,,1.00,,24.80,QPSK,,QPSK,3.00,2.36,,,,,0.00,,,,,,3.00,2.36,,,0.00,,,,,,0.000,,0.000,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.004,270,248
2022-08-10 19:05:17.500000,-108.897453,41.692055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,Band 66,67086,132622,10,10,-105.19,-9.52,-77.18,,,-23.90,14.17,9.80,10.00,2,0.00,100.00,0.00,0.00,TM4,4,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,,0.002,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:05:17.600000,-108.897415,41.692059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,Band 66,67086,132622,10,10,-101.88,-9.82,-74.54,16.21,,-17.53,14.59,9.86,10.00,2,0.00,100.00,0.00,0.00,TM4,4,,5.14,,,16QAM,,,3.00,,,,,,0.00,,,,,,3.00,,,,0.00,,,,,,0.008,,0.008,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:05:17.700000,-108.897369,41.692059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,Band 66,67086,132622,10,10,-102.63,-9.91,-75.10,,-8.72,-14.09,12.51,9.33,9.17,2,0.00,100.00,0.00,0.00,TM4,4,,,,23.71,,,256QAM,,3.78,,,,,,33.33,,,,,,3.78,,,,33.33,,,,,,,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:05:17.800000,-108.897331,41.692059,-108.897330,41.692060,18:05:18,89,122,122.00,34.10,1,2,,,,,,,,,,,,,,,,,,,,,,,417,Band 66,67086,132622,10,10,-103.68,-10.61,-74.45,,,-13.61,12.47,8.00,8.38,2,0.00,100.00,0.00,0.00,TM4,4,,,,,,,,,,,,,,,40.00,,,,,,,,,,40.00,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:05:17.900000,-108.897293,41.692059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,Band 66,67086,132622,10,10,-102.44,-10.82,-73.03,,,-17.88,10.71,7.83,8.00,2,0.00,100.00,0.00,0.00,TM4,4,,,,24.00,,,256QAM,,4.00,,,,,,37.50,,,,,,4.00,,,,37.50,,,,,0.139,,0.139,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081,0.074,5091,4622
2022-08-10 19:05:18.000000,-108.897247,41.692062,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,417,Band 66,67086,132622,10,10,-102.13,-11.09,-73.10,,,-14.62,11.74,6.82,7.64,2,0.00,100.00,0.00,0.00,TM4,4,4x2,5.53,8.33,,QPSK,64QAM,,7.94,,0.41,0.41,0.32,0.11,15.38,30.77,0.179,0.107,0.121,0.062,7.94,,0.41,0.11,15.38,30.77,0.179,0.107,0.121,0.062,0.062,,0.061,0.039,,NonCA,,Band 66,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:05:18.100000,-108.897209,41.692062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,Band 66,67086,132622,10,10,-102.60,-9.25,-75.71,,-7.34,-18.93,12.31,6.00,7.00,2,0.00,100.00,0.00,0.00,TM4,4,,,,20.00,,,256QAM,,6.11,,,,,,,,,,,,6.11,,,,,,,,,,,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:05:18.300000,-108.897125,41.692062,,,,,,,,,,,1,39.000,302.000,26.000,3,13.000,302.000,28.000,10,34.000,111.000,25.000,23,5.000,117.000,21.000,,,,,,417,Band 66,67086,132622,10,10,-104.07,-10.05,-76.55,,,-23.60,13.66,8.20,7.80,2,0.00,100.00,0.00,0.00,TM4,4,,2.27,5.50,,QPSK,16QAM,,7.09,,,,,,0.00,50.00,,,,,7.09,,,,0.00,50.00,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:05:18.400000,-108.897087,41.692066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,0.014,2432,846
2022-08-10 19:05:18.500000,-108.897041,41.692066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,Band 66,67086,132622,10,10,-101.03,-8.92,-74.26,,,-21.65,13.40,10.63,9.88,2,0.00,100.00,0.00,0.00,TM4,4,,,,,,,,,,,,,,,25.00,,,,,,,,,,25.00,,,,,0.039,,0.039,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:05:18.700000,-108.896957,41.692070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,Band 66,67086,132622,10,10,-92.33,-8.15,-66.88,,,-24.40,18.56,11.57,14.00,2,0.00,100.00,0.00,0.00,TM4,4,,4.00,6.00,,QPSK,16QAM,,3.75,,,,,,0.00,,,,,,3.75,,,,0.00,,,,,,0.000,,0.000,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 19:05:18.800000,-108.896919,41.692070,-108.896920,41.692070,18:05:19,90,122,122.00,34.10,1,2,,,,,,,,,,,,,,,,,,,,,,,417,Band 66,67086,132622,10,10,-93.85,-4.92,-71.88,,,-21.00,9.40,10.43,12.86,2,0.00,100.00,0.00,0.00,TM4,4,,,,20.00,,,QPSK,,3.10,,,,,,14.29,,,,,,3.10,,,,14.29,,,,,,,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
