TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving BandWidth(UL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB CQI CW1,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] WB PMI 0,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
2022-08-12 19:37:24.900000,-89.983620,41.718193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Band 66,66536,132072,20,20,-97.81,-9.31,-66.50,,,3.00,16.30,12.00,0.00,,,,,,TM4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-08-12 19:37:25.000000,-89.983574,41.718204,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,0.001,,,,,,,,0.001,,0.001,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:25.100000,-89.983528,41.718216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Band 66,66536,132072,20,20,-105.27,-7.25,-77.63,,,14.83,6.55,9.00,0.00,,,,,,TM4,3,,0.00,,,QPSK,,,4.00,,,,,,0.00,0.00,,,,,4.00,,,,0.00,0.00,,,,,0.000,,0.000,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:25.200000,-89.983490,41.718227,,,,,,,,,,,1,29.000,286.000,28.000,3,17.000,315.000,32.000,10,30.000,144.000,34.000,23,1.000,141.000,23.000,,,,,,116,Band 66,66536,132072,20,20,-107.98,-10.16,-76.24,21.00,,14.00,8.04,7.00,0.00,,,,,,TM4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:25.300000,-89.983444,41.718239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Band 66,66536,132072,20,20,-105.30,-9.72,-74.94,,9.00,14.00,8.38,,,2,0.00,100.00,0.00,0.00,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:25.400000,-89.983398,41.718250,-89.983400,41.718250,19:37:25,73,137,137.00,38.56,1,2,,,,,,,,,,,,,,,,,,,,,,,116,Band 66,66536,132072,20,20,-101.10,-10.98,-68.44,,,13.50,8.40,6.00,6.00,,,,,,TM4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-08-12 19:37:25.500000,-89.983353,41.718262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Band 66,66536,132072,20,20,-97.13,-12.19,-64.94,,,,7.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:25.700000,-89.983269,41.718281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Band 66,66536,132072,20,20,-102.44,-10.88,-71.56,,,,3.20,7.00,3.00,,,,,,TM4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,0.000,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:25.900000,-89.983185,41.718300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-08-12 19:37:26.000000,-89.983139,41.718311,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,116,Band 66,66536,132072,20,20,-99.56,-8.19,-71.00,,,,6.50,,,,,,,,,,2x4,,,,,,,,,0.02,0.02,0.01,,,,0.002,0.005,0.001,0.004,,,0.02,,,,0.002,0.005,0.001,0.004,0.000,0.000,0.000,,,NonCA,,Band 66,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:26.100000,-89.983093,41.718319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,2.00,6.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:26.200000,-89.983047,41.718330,,,,,,,,,,,1,29.000,286.000,23.000,3,17.000,315.000,27.000,10,30.000,144.000,34.000,23,1.000,141.000,23.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:26.300000,-89.983009,41.718338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,,,64QAM,,2.00,,,,,,,,,,,,2.00,,,,,,,,,0.000,,0.000,,,,NonCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:26.400000,-89.982964,41.718349,-89.982960,41.718350,19:37:26,72,136,136.00,38.22,1,2,,,,,,,,,,,,,,,,,,,,,,,116,Band 66,66536,132072,20,20,-99.75,-8.50,-70.13,,,,8.80,5.00,8.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-08-12 19:37:26.700000,-89.982834,41.718384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Band 66,66536,132072,20,20,-100.44,-4.56,-75.44,,8.80,11.70,6.83,7.00,4.00,,,,,,TM4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:26.800000,-89.982788,41.718395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Band 66,66536,132072,20,20,-100.01,-8.54,-70.53,,,12.30,7.22,4.00,7.00,1,100.00,0.00,0.00,0.00,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:26.900000,-89.982742,41.718407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Band 66,66536,132072,20,20,-98.10,-7.77,-68.82,,,11.83,7.54,9.00,0.00,,,,,,TM4,1,,2.25,7.50,,QPSK,QPSK,,4.67,,,,,,25.00,16.67,,,,,4.67,,,,25.00,16.67,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,0.006,371,402
2022-08-12 19:37:27.000000,-89.982704,41.718414,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,116,Band 66,66536,132072,20,20,-96.85,-8.86,-67.10,,,10.63,8.29,11.00,0.00,1,100.00,0.00,0.00,0.00,TM4,2,2x2,,,25.25,,,64QAM,,2.78,0.57,0.57,0.05,0.02,,,0.120,0.033,0.120,0.033,,2.78,0.57,0.02,,,0.120,0.033,0.120,0.033,0.010,,0.010,,,NonCA,NonCA,Band 66,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:27.100000,-89.982658,41.718426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Band 66,66536,132072,20,20,-93.99,-9.77,-62.27,,,10.93,8.30,9.50,4.00,2,0.00,100.00,0.00,0.00,TM4,2,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:27.200000,-89.982613,41.718437,,,,,,,,,,,1,29.000,286.000,23.000,3,17.000,315.000,23.000,10,30.000,144.000,34.000,23,1.000,141.000,18.000,,,,,,116,Band 66,66536,132072,20,20,-89.85,-8.27,-60.55,,,7.06,8.44,6.50,8.00,2,0.00,100.00,0.00,0.00,TM4,0,,6.17,,,QPSK,,,14.67,,,,,,0.00,,,,,,14.67,,,,0.00,,,,,,0.153,,0.152,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:27.300000,-89.982574,41.718449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Band 66,66536,132072,20,20,-90.40,-7.95,-61.74,,,-2.00,8.99,8.00,7.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:27.400000,-89.982529,41.718460,-89.982530,41.718460,19:37:27,72,138,138.00,37.77,1,2,,,,,,,,,,,,,,,,,,,,,,,116,Band 66,66536,132072,20,20,-94.08,-7.29,-66.21,,,-2.00,10.46,6.00,9.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,0.021,4757,1328
2022-08-12 19:37:27.500000,-89.982483,41.718472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Band 66,66536,132072,20,20,-99.35,-7.39,-70.21,,,6.14,6.84,,,2,0.00,100.00,0.00,0.00,TM4,,,4.00,10.00,26.30,QPSK,16QAM,64QAM,6.00,2.20,,,,,0.00,0.00,,,,,6.00,2.20,,,0.00,0.00,,,,,0.000,,0.000,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:27.600000,-89.982445,41.718479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Band 66,66536,132072,20,20,-96.01,-8.28,-67.20,,5.02,10.13,6.89,6.00,8.00,2,0.00,100.00,0.00,0.00,TM4,0,,,,22.67,,,64QAM,,2.00,,,,,,,,,,,,2.00,,,,,,,,,,,,0.017,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:27.700000,-89.982399,41.718491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Band 66,66536,132072,20,20,-96.52,-8.31,-66.77,,,2.00,8.09,6.00,8.00,,,,,,TM4,0,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,0.011,,0.011,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:27.800000,-89.982353,41.718498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Band 66,66536,132072,20,20,-102.54,-10.90,-71.03,19.55,,2.00,7.26,,,2,0.00,100.00,0.00,0.00,TM4,,,2.50,10.50,,QPSK,16QAM,,5.00,,,,,,0.00,,,,,,5.00,,,,0.00,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:27.900000,-89.982315,41.718510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Band 66,66536,132072,20,20,-99.55,-9.41,-67.02,,3.50,11.57,6.42,10.00,8.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,0.010,381,638
2022-08-12 19:37:28.000000,-89.982269,41.718521,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,116,Band 66,66536,132072,20,20,-93.79,-9.66,-63.02,,,9.72,7.50,8.00,7.00,2,0.00,100.00,0.00,0.00,TM4,0,,,,,,,,,,0.34,0.34,0.21,0.06,,,0.082,0.014,0.052,0.014,,,0.34,0.06,,,0.082,0.014,0.052,0.014,0.002,,0.002,,,NonCA,,Band 66,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:37:28.100000,-89.982224,41.718529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Band 66,66536,132072,20,20,-94.21,-7.44,-64.74,,,0.00,8.13,,,2,0.00,100.00,0.00,0.00,TM4,,,5.75,12.00,,16QAM,16QAM,,8.00,,,,,,28.57,,,,,,8.00,,,,28.57,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
