TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],LTE KPI SCell[2] WB CQI CW0,LTE KPI SCell[2] WB RI,LTE KPI SCell[2] WB RI1 Rate,LTE KPI SCell[2] WB RI2 Rate,LTE KPI SCell[2] WB RI3 Rate,LTE KPI SCell[2] WB RI4 Rate,LTE KPI SCell[2] Tx Mode,LTE KPI SCell[2] M(Tx) x N(Rx) Ant ,LTE KPI SCell[2] DL MCS0,LTE KPI SCell[2] DL MCS1,LTE KPI SCell[2] DL Modulation0,LTE KPI SCell[2] DL Modulation1,LTE KPI Scell[2] PDSCH PRB Number(Avg),LTE KPI SCell[2] PDSCH PRB Number(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[2] PDSCH BLER[%],LTE KPI SCell[2] PDSCH Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
2022-08-11 19:28:56.100000,-100.944077,41.134151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-103.17,-9.92,-76.27,,-2.90,8.31,9.48,9.00,2,0.00,100.00,0.00,0.00,TM3,,15.50,14.63,14.56,16QAM,16QAM,16QAM,12.46,14.22,,,,,20.00,0.00,,,,,78.46,14.22,,,15.15,0.00,,,,,2.482,,0.000,0.336,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-103.83,-8.16,-75.23,12.25,9.00,2,0.00,100.00,0.00,0.00,TM3,,11.00,16QAM,66.00,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:56.200000,-100.944031,41.134144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-103.69,-10.27,-76.44,21.52,,11.91,6.20,8.00,2,0.00,100.00,0.00,0.00,TM3,,14.80,14.53,15.14,16QAM,16QAM,16QAM,22.06,12.50,,,,,17.65,0.00,,,,,80.06,12.50,,,13.04,0.00,,,,,,0.326,,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-105.29,-7.98,-77.08,10.83,9.00,2,0.00,100.00,0.00,0.00,TM3,,9.67,QPSK,58.00,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:56.300000,-100.943993,41.134136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-105.49,-11.43,-76.98,,,12.70,6.48,6.50,2,0.00,100.00,0.00,0.00,TM3,,12.23,12.43,8.26,16QAM,16QAM,QPSK,22.17,17.06,,,,,30.56,20.59,,,,,78.84,16.80,,,23.91,20.59,,,,,2.121,,0.000,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-106.52,-8.18,-77.43,11.33,11.00,2,0.00,100.00,0.00,0.00,TM3,,10.00,16QAM,57.20,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:56.400000,-100.943954,41.134129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-104.16,-9.80,-77.36,22.90,-0.24,10.60,6.80,8.00,2,0.00,100.00,0.00,0.00,TM3,,9.40,9.40,7.67,QPSK,QPSK,QPSK,27.68,16.33,,,,,0.00,0.00,,,,,87.68,16.33,,,0.00,0.00,,,,,,,,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-104.38,-8.70,-75.30,12.10,12.00,2,0.00,100.00,0.00,0.00,TM3,,11.00,16QAM,60.00,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.172,0.325,136028,20365,
2022-08-11 19:28:56.500000,-100.943916,41.134125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-101.33,-9.71,-74.60,,,10.44,8.82,9.00,2,0.00,100.00,0.00,0.00,TM3,,10.29,10.29,6.85,16QAM,16QAM,QPSK,20.35,24.20,,,,,0.00,4.17,,,,,83.02,24.41,,,0.00,4.17,,,,,,,,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-102.83,-8.24,-74.28,11.56,11.00,2,0.00,100.00,0.00,0.00,TM3,,11.00,16QAM,62.67,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.367
2022-08-11 19:28:56.600000,-100.943871,41.134117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-99.91,-9.88,-73.03,,,12.40,9.50,10.00,2,0.00,100.00,0.00,0.00,TM3,,11.75,11.75,10.09,16QAM,16QAM,QPSK,22.45,24.91,,,,,0.00,7.69,,,,,82.45,24.91,,,0.00,7.69,,,,,2.066,,0.000,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-101.50,-8.34,-72.81,11.20,10.50,2,0.00,100.00,0.00,0.00,TM3,,14.00,16QAM,60.00,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:56.700000,-100.943832,41.134109,-100.943830,41.134110,19:28:57,101,127,127.00,35.25,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,5.48,,10.50,2,0.00,100.00,0.00,0.00,TM3,,11.28,11.28,13.20,16QAM,16QAM,16QAM,26.72,17.60,,,,,0.00,0.00,,,,,78.72,17.60,,,0.00,0.00,,,,,,,,,,,NonCA,,,,,,,,,,,,12.00,2,0.00,100.00,0.00,0.00,TM3,,14.00,16QAM,52.00,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:56.728120,-100.943817,41.134109,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA2,eventA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:56.800000,-100.943794,41.134102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-96.60,-6.69,-72.94,,,4.44,14.07,11.50,2,0.00,100.00,0.00,0.00,TM3,,12.76,12.76,19.63,16QAM,16QAM,16QAM,22.47,8.75,,,,,0.00,0.00,,,,,51.14,8.75,,,0.00,0.00,,,,,2.311,,0.000,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-97.50,-6.85,-69.08,17.50,13.00,2,0.00,100.00,0.00,0.00,TM3,,14.00,16QAM,28.67,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:56.900000,-100.943748,41.134098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-96.80,-7.89,-71.84,21.98,-1.74,2.23,14.43,11.50,2,0.00,100.00,0.00,0.00,TM3,,14.22,14.22,17.33,16QAM,16QAM,16QAM,20.89,17.67,,,,,0.00,0.00,,,,,58.49,14.38,,,0.00,0.00,,,,,,,,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-95.77,-7.14,-67.73,17.52,13.00,2,0.00,100.00,0.00,0.00,TM3,,14.00,16QAM,37.60,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.198,0.256,137082,15947,
2022-08-11 19:28:57.000000,-100.943710,41.134090,,,,,,,,,,,1,38.000,289.000,23.000,3,19.000,310.000,27.000,4,0.000,0.000,23.000,10,29.000,128.000,37.000,LTE(2CA),,,,LTE Qualcomm,215,Band 2,1150,19150,10,10,-97.04,-6.88,-72.84,,,2.86,14.48,11.00,2,0.00,100.00,0.00,0.00,TM3,2x2,15.50,15.50,22.00,16QAM,16QAM,16QAM,17.19,13.60,3.41,3.30,3.41,1.37,0.00,50.00,2.023,0.369,1.782,0.330,87.85,13.60,6.04,1.37,0.00,50.00,3.211,0.369,2.970,0.330,,,,,50,2CA,NonCA,Band 2+Band 4,100.00,215,Band 4,2050,20050,20,-97.19,-6.75,-69.95,16.86,12.33,2,0.00,100.00,0.00,0.00,TM3,2x2,14.00,16QAM,70.67,2.63,2.63,2.63,0.00,1.188,1.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.987
2022-08-11 19:28:57.100000,-100.943665,41.134087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-97.38,-8.79,-71.54,17.17,,3.56,14.17,12.00,2,0.00,100.00,0.00,0.00,TM3,,17.60,17.60,21.00,64QAM,64QAM,16QAM,22.47,12.78,,,,,0.00,12.50,,,,,66.97,12.78,,,0.00,12.50,,,,,2.072,,0.000,0.274,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-98.77,-8.94,-69.02,13.93,12.00,2,0.00,100.00,0.00,0.00,TM3,,14.00,16QAM,44.50,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:57.200000,-100.943626,41.134079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-97.31,-8.19,-72.13,,-6.46,-3.52,14.10,11.00,2,0.00,100.00,0.00,0.00,TM3,,16.20,17.05,18.25,64QAM,64QAM,16QAM,21.65,24.25,,,,,22.22,0.00,,,,,21.65,24.25,,,22.22,0.00,,,,,,,,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-98.81,-9.50,-66.56,14.60,9.00,2,0.00,100.00,0.00,0.00,TM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:57.244448,-100.943611,41.134075,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA3,eventA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:57.300000,-100.943588,41.134071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-97.31,-9.03,-71.19,,,0.74,14.60,10.67,2,0.00,100.00,0.00,0.00,TM3,,18.00,18.00,20.80,64QAM,64QAM,16QAM,15.86,9.17,,,,,14.29,0.00,,,,,87.86,9.17,,,11.11,0.00,,,,,2.150,,0.000,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-98.13,-8.53,-69.59,12.55,8.50,2,0.00,100.00,0.00,0.00,TM3,,14.00,16QAM,72.00,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:57.400000,-100.943542,41.134068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-97.39,-7.75,-72.53,,,4.76,12.63,11.00,2,0.00,100.00,0.00,0.00,TM3,,16.36,16.47,18.56,16QAM,16QAM,16QAM,22.88,17.00,,,,,9.38,14.29,,,,,89.16,17.00,,,6.52,14.29,,,,,,,,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-97.70,-7.83,-69.41,12.13,10.00,2,0.00,100.00,0.00,0.00,TM3,,13.29,16QAM,66.29,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.083,0.278,130434,17402,
2022-08-11 19:28:57.500000,-100.943504,41.134060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-97.46,-9.63,-70.65,,-6.46,3.91,11.10,9.00,2,0.00,100.00,0.00,0.00,TM3,,17.00,17.00,18.57,64QAM,64QAM,16QAM,16.65,12.50,,,,,15.15,0.00,,,,,65.65,12.50,,,11.11,0.00,,,,,,,,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-97.42,-7.71,-69.73,13.03,10.00,2,0.00,100.00,0.00,0.00,TM3,,12.17,16QAM,49.00,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.146
2022-08-11 19:28:57.600000,-100.943459,41.134056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-97.83,-8.00,-72.75,,,5.60,10.63,9.00,2,0.00,100.00,0.00,0.00,TM3,,15.30,15.30,16.67,16QAM,16QAM,16QAM,16.67,16.44,,,,,16.67,0.00,,,,,96.67,16.44,,,14.29,0.00,,,,,1.856,0.292,0.000,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-97.38,-8.06,-68.79,13.33,10.00,2,0.00,100.00,0.00,0.00,TM3,,12.00,16QAM,80.00,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:57.700000,-100.943420,41.134048,-100.943420,41.134050,19:28:58,101,126,126.00,35.02,1,2,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-98.55,-8.92,-72.59,,-5.34,0.78,9.72,10.33,2,0.00,100.00,0.00,0.00,TM3,,15.40,15.43,15.00,16QAM,16QAM,16QAM,14.83,22.50,,,,,22.86,0.00,,,,,66.23,22.50,,,17.78,0.00,,,,,,,,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-97.75,-7.88,-69.86,13.23,11.00,2,0.00,100.00,0.00,0.00,TM3,,12.00,16QAM,51.40,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:57.800000,-100.943382,41.134041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-97.77,-8.60,-72.19,20.70,,3.74,11.70,11.00,2,0.00,100.00,0.00,0.00,TM3,,15.24,14.65,18.25,16QAM,16QAM,16QAM,19.24,11.13,,,,,12.20,11.11,,,,,99.24,11.13,,,11.11,11.11,,,,,2.201,,0.000,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-97.85,-7.42,-70.46,14.63,10.00,2,0.00,100.00,0.00,0.00,TM3,,12.00,16QAM,80.00,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:57.900000,-100.943336,41.134033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-98.05,-8.56,-72.50,,,4.70,9.57,10.00,2,0.00,100.00,0.00,0.00,TM3,,15.11,14.95,18.38,16QAM,16QAM,16QAM,15.47,16.38,,,,,0.00,25.00,,,,,33.31,16.38,,,0.00,25.00,,,,,,,,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-97.77,-7.20,-69.92,15.78,11.00,2,0.00,100.00,0.00,0.00,TM3,,12.00,16QAM,48.00,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.921,0.283,119832,17653,
2022-08-11 19:28:58.000000,-100.943298,41.134029,,,,,,,,,,,1,38.000,289.000,23.000,3,19.000,310.000,27.000,4,0.000,0.000,18.000,10,29.000,128.000,37.000,LTE(2CA),,,,LTE Qualcomm,215,Band 2,1150,19150,10,10,-99.00,-9.33,-72.44,,,10.10,9.67,10.00,2,0.00,100.00,0.00,0.00,TM3,2x4,15.23,15.23,16.80,16QAM,16QAM,16QAM,23.07,11.20,3.76,3.73,3.73,1.21,7.14,8.33,2.140,0.366,1.760,0.344,86.07,11.20,5.90,1.21,4.17,8.33,3.098,0.366,2.718,0.344,,,,,50,2CA,NonCA,Band 2+Band 4,100.00,215,Band 4,2050,20050,20,-98.10,-7.29,-70.81,12.90,10.00,2,0.00,100.00,0.00,0.00,TM3,2x2,12.00,16QAM,63.00,2.14,2.14,2.14,0.00,0.958,0.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.941
2022-08-11 19:28:58.100000,-100.943253,41.134022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-99.03,-8.56,-73.47,,-4.74,2.55,10.05,9.75,2,0.00,100.00,0.00,0.00,TM3,,15.56,15.59,17.89,16QAM,16QAM,16QAM,23.56,16.78,,,,,8.33,0.00,,,,,91.56,16.78,,,6.52,0.00,,,,,1.907,,0.000,0.303,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-99.13,-7.50,-71.63,9.65,10.00,2,0.00,100.00,0.00,0.00,TM3,,12.00,16QAM,68.00,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:58.200000,-100.943214,41.134014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-98.63,-8.50,-73.11,,,3.57,10.66,10.00,2,0.00,100.00,0.00,0.00,TM3,,15.78,15.78,19.00,16QAM,16QAM,16QAM,11.67,11.14,,,,,0.00,7.69,,,,,38.67,11.14,,,0.00,7.69,,,,,,,,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-100.66,-8.07,-72.19,14.10,13.00,2,0.00,100.00,0.00,0.00,TM3,,13.00,16QAM,27.00,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:58.300000,-100.943176,41.134007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-98.25,-9.75,-71.50,20.56,-5.04,3.67,9.20,10.00,2,0.00,100.00,0.00,0.00,TM3,,15.53,15.55,18.86,16QAM,16QAM,16QAM,19.85,14.00,,,,,2.50,20.00,,,,,75.85,14.00,,,2.17,20.00,,,,,2.052,,0.000,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-101.06,-7.44,-73.63,14.70,13.00,2,0.00,100.00,0.00,0.00,TM3,,13.00,16QAM,56.00,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:58.388824,-100.943138,41.134003,,,,,,,,,,,,,,,,,,,,,,,,,,,,eventA3,eventA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:58.400000,-100.943130,41.133999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-98.31,-8.88,-72.44,17.71,,2.46,9.50,10.50,2,0.00,100.00,0.00,0.00,TM3,,15.23,15.23,15.83,16QAM,16QAM,16QAM,23.64,18.00,,,,,2.27,0.00,,,,,63.64,18.00,,,2.17,0.00,,,,,,,,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-102.50,-9.25,-70.94,13.60,13.00,2,0.00,100.00,0.00,0.00,TM3,,13.00,16QAM,40.00,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.186,0.306,136912,19160,
2022-08-11 19:28:58.500000,-100.943092,41.133995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-98.33,-8.21,-73.15,,-5.57,3.83,10.73,10.00,2,0.00,100.00,0.00,0.00,TM3,,16.13,18.00,20.50,64QAM,64QAM,16QAM,13.80,10.38,,,,,17.65,12.50,,,,,75.13,10.38,,,13.04,12.50,,,,,,,,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-102.73,-8.29,-73.13,14.80,13.50,2,0.00,100.00,0.00,0.00,TM3,,13.00,16QAM,61.33,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.975
2022-08-11 19:28:58.600000,-100.943047,41.133987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-99.08,-8.04,-74.04,,,3.37,13.03,9.00,2,0.00,100.00,0.00,0.00,TM3,,17.59,17.41,22.05,64QAM,64QAM,16QAM,12.95,5.58,,,,,15.79,5.88,,,,,56.95,5.63,,,13.04,5.88,,,,,2.026,,0.000,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-100.35,-7.44,-72.71,16.08,11.00,2,0.00,100.00,0.00,0.00,TM3,,14.00,16QAM,44.00,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:58.700000,-100.943008,41.133980,-100.943010,41.133980,19:28:59,101,127,127.00,35.25,1,2,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-99.77,-8.21,-74.58,,-5.66,-0.03,10.17,9.00,2,0.00,100.00,0.00,0.00,TM3,,16.04,16.07,18.29,16QAM,16QAM,16QAM,19.05,16.43,,,,,38.10,0.00,,,,,31.37,17.63,,,34.78,0.00,,,,,,,,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-99.35,-6.90,-72.42,17.70,11.00,2,0.00,100.00,0.00,0.00,TM3,,15.00,16QAM,24.00,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:28:58.800000,-100.942963,41.133972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Band 2,1150,19150,10,10,-99.56,-10.44,-72.00,,,2.57,9.30,9.50,2,0.00,100.00,0.00,0.00,TM3,,14.25,14.00,20.83,16QAM,16QAM,16QAM,19.08,11.43,,,,,31.82,37.50,,,,,66.08,11.43,,,23.33,37.50,,,,,1.619,,0.000,,50,2CA,NonCA,Band 2+Band 4,,215,Band 4,2050,20050,20,-99.75,-7.19,-72.53,16.60,11.00,2,0.00,100.00,0.00,0.00,TM3,,14.00,16QAM,47.00,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
