,TIME_STAMP,Lon,Lat,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
10,2022-08-11 15:50:07.400000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-74.56,-9.28,-45.81,,,-16.35,18.6,13.0,11.17,2.0,0.0,100.0,0.0,0.0,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38405.0,NonCA,,Band 66,,,,,
11,2022-08-11 15:50:07.500000,,,8.0,14.0,318.0,27.0,10.0,58.0,301.0,27.0,15.0,24.0,48.0,26.0,18.0,52.0,125.0,30.0,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-75.91,-9.41,-47.53,,,-11.14,15.9,11.33,11.0,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,1.0,,22.0,QPSK,,64QAM,4.0,3.65,,,,,0.0,16.67,,,,,4.0,3.65,,,0.0,16.67,,,,,0.0,,0.0,,38405.0,NonCA,NonCA,Band 66,0.0,0.0,0.0,0.0,0.0
12,2022-08-11 15:50:07.600000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-77.25,-12.02,-46.48,,-11.88,-20.87,14.77,10.67,11.17,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38405.0,NonCA,,Band 66,,,,,
13,2022-08-11 15:50:07.700000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-80.23,-10.15,-50.94,11.1,,-24.0,13.73,9.25,10.75,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38405.0,NonCA,,Band 66,,,,,
14,2022-08-11 15:50:07.800000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-78.27,-11.65,-47.35,,-12.0,-11.52,13.93,9.0,12.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,38405.0,NonCA,,Band 66,,,,,
15,2022-08-11 15:50:07.900000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-76.66,-12.78,-45.06,,,-22.63,16.3,10.5,11.5,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,38405.0,NonCA,,Band 66,,,,,
16,2022-08-11 15:50:08.000000,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,484.0,Band 66,66711.0,132247.0,15.0,15.0,-76.75,-9.94,-48.06,,,-23.32,15.5,12.33,6.67,2.0,33.33,66.67,0.0,0.0,TM4,13.0,,,,,,,,,,0.01,0.01,0.0,0.14,,,0.0,0.029,0.0,0.029,,,0.01,0.14,,,0.0,0.029,0.0,0.029,,,,,38405.0,NonCA,,Band 66,0.0,0.0,0.0,0.0,0.0
17,2022-08-11 15:50:08.100000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-75.19,-10.15,-46.23,,,-16.36,17.77,11.0,10.6,2.0,0.0,100.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,38405.0,NonCA,,Band 66,,,,,
18,2022-08-11 15:50:08.200000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-75.94,-10.06,-47.13,,,-17.0,16.85,12.0,10.0,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,38405.0,NonCA,,Band 66,,,,,
19,2022-08-11 15:50:08.300000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-76.1,-10.25,-47.0,,,-19.17,18.67,12.0,11.33,2.0,0.0,100.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38405.0,NonCA,,Band 66,,,,,
20,2022-08-11 15:50:08.400000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-77.56,-10.91,-47.88,,,-24.43,15.05,7.0,13.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,2.0,,,QPSK,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,,38405.0,NonCA,,Band 66,,,,,
21,2022-08-11 15:50:08.500000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-76.27,-10.29,-47.21,,,-21.89,15.8,11.0,8.4,2.0,20.0,80.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,38405.0,NonCA,,Band 66,,,,,0.0
22,2022-08-11 15:50:08.600000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-76.83,-11.81,-45.98,,,-22.43,14.27,14.33,0.0,1.0,100.0,0.0,0.0,0.0,TM4,7.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,38405.0,NonCA,,Band 66,0.0,0.0,0.0,0.0,
23,2022-08-11 15:50:08.700000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-74.94,-9.5,-46.13,,,-20.55,15.95,12.33,4.0,1.0,66.67,33.33,0.0,0.0,TM4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,38405.0,NonCA,,Band 66,,,,,
24,2022-08-11 15:50:08.800000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-79.39,-11.73,-48.95,,-12.86,6.76,10.85,10.88,5.75,2.0,28.57,71.43,0.0,0.0,TM4,3.0,,,,14.56,,,QPSK,,4.84,,,,,,0.0,,,,,,4.49,,,,0.0,,,,,0.0,,,,38405.0,NonCA,NonCA,Band 66,,,,,
25,2022-08-11 15:50:08.900000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-80.78,-12.8,-48.98,,,-15.12,12.28,14.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,7.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,38405.0,NonCA,,Band 66,,,,,
26,2022-08-11 15:50:09.000000,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,484.0,Band 66,66711.0,132247.0,15.0,15.0,-76.85,-12.73,-45.38,16.79,,-14.33,14.83,14.25,0.0,1.0,100.0,0.0,0.0,0.0,TM4,7.0,,6.0,2.33,,QPSK,QPSK,,5.25,,0.02,0.02,0.02,,0.0,,0.007,0.008,0.001,0.008,5.25,,0.02,,0.0,,0.007,0.008,0.001,0.008,0.0,,0.001,0.0,38405.0,NonCA,,Band 66,,,,,0.0
27,2022-08-11 15:50:09.100000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-79.0,-12.91,-47.34,,-10.87,-15.41,12.7,14.75,0.0,1.0,100.0,0.0,0.0,0.0,TM4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38405.0,NonCA,,Band 66,0.0,0.0,0.0,0.0,
28,2022-08-11 15:50:09.200000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-81.83,-12.13,-50.71,,,-16.79,9.63,12.17,1.33,1.0,83.33,16.67,0.0,0.0,TM4,7.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,38405.0,NonCA,,Band 66,,,,,
29,2022-08-11 15:50:09.300000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-82.63,-12.72,-50.91,,,-22.0,9.35,12.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,38405.0,NonCA,,Band 66,,,,,
30,2022-08-11 15:50:09.400000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-82.69,-13.19,-50.28,,,-21.62,8.05,12.33,0.0,1.0,100.0,0.0,0.0,0.0,TM4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38405.0,NonCA,,Band 66,,,,,
31,2022-08-11 15:50:09.500000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-83.22,-13.66,-50.72,,,-13.29,7.55,10.5,4.0,1.0,66.67,33.33,0.0,0.0,TM4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38405.0,NonCA,,Band 66,0.0,0.0,0.0,0.0,0.0
32,2022-08-11 15:50:09.600000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-83.88,-11.75,-53.34,,,-20.71,6.65,11.67,0.0,1.0,100.0,0.0,0.0,0.0,TM4,7.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,38405.0,NonCA,,Band 66,,,,,
33,2022-08-11 15:50:09.700000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-84.67,-12.75,-53.19,,,-20.71,3.63,9.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38405.0,NonCA,,Band 66,,,,,
34,2022-08-11 15:50:09.800000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-83.88,-14.82,-50.24,,,-17.0,9.2,9.8,1.6,1.0,80.0,20.0,0.0,0.0,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,38405.0,NonCA,,Band 66,,,,,
35,2022-08-11 15:50:09.900000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-81.06,-11.44,-50.5,,,-39.0,11.0,12.0,5.0,2.0,50.0,50.0,0.0,0.0,TM4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38405.0,NonCA,,Band 66,,,,,
36,2022-08-11 15:50:10.000000,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,484.0,Band 66,66711.0,132247.0,15.0,15.0,-80.65,-12.56,-48.69,,,-20.75,10.6,11.0,6.33,2.0,33.33,66.67,0.0,0.0,TM4,12.0,,,,,,,,,,0.01,0.01,0.0,0.04,,,0.0,0.003,0.0,0.003,,,0.01,0.04,,,0.0,0.003,0.0,0.003,,,,,38405.0,NonCA,,Band 66,0.0,0.0,0.0,0.0,0.0
37,2022-08-11 15:50:10.100000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-79.77,-11.5,-48.92,,-7.8,-18.67,13.4,10.5,11.0,2.0,0.0,100.0,0.0,0.0,TM4,3.0,,,,18.86,,,64QAM,,3.13,,,,,,,,,,,,3.13,,,,,,,,,0.0,,0.0,0.0,38405.0,NonCA,NonCA,Band 66,,,,,
38,2022-08-11 15:50:10.200000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-79.44,-10.84,-47.06,,,-18.4,12.5,10.0,12.0,2.0,0.0,100.0,0.0,0.0,TM4,3.0,,1.0,,,QPSK,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,,38405.0,NonCA,,Band 66,,,,,
39,2022-08-11 15:50:10.300000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-77.98,-11.46,-47.13,21.17,,-19.89,14.77,11.6,12.0,2.0,0.0,100.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,38405.0,NonCA,,Band 66,,,,,
40,2022-08-11 15:50:10.400000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-74.47,-12.03,-43.63,,-10.0,-17.75,17.65,13.0,13.25,2.0,0.0,100.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38405.0,NonCA,,Band 66,,,,,
41,2022-08-11 15:50:10.486704,,,,,,,,,,,,,,,,,,,,RRC Connection Release,RRC Connection Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2022-08-11 15:50:10.500000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-74.7,-8.83,-47.06,,,-5.98,16.65,13.0,12.0,2.0,0.0,100.0,0.0,0.0,TM4,3.0,,5.0,,,QPSK,,,4.0,,,,,,0.0,0.0,,,,,4.0,,,,0.0,0.0,,,,,,,,,38405.0,NonCA,,Band 66,,,,,
43,2022-08-11 15:50:10.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.0,,0.0,38405.0,,,,0.0,0.0,0.0,0.0,
44,2022-08-11 15:50:10.678899,,,,,,,,,,,,,,,,,,,,Cell Searching Start,Cell Searching Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2022-08-11 15:50:10.680499,,,,,,,,,,,,,,,,,,,,Cell Camp On,Cell Camp On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2022-08-11 15:50:11.000000,,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2022-08-11 15:50:11.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
48,2022-08-11 15:50:11.400000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-73.88,-10.5,-44.56,,,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,
49,2022-08-11 15:50:11.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
50,2022-08-11 15:50:12.000000,,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2022-08-11 15:50:12.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
52,2022-08-11 15:50:12.600000,,,,,,,,,,,,,,,,,,,,,,,,484.0,Band 66,66711.0,132247.0,15.0,15.0,-81.31,-12.0,-50.31,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38405.0,NonCA,,Band 66,0.0,0.0,0.0,0.0,
53,2022-08-11 15:50:13.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
54,2022-08-11 15:50:13.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
55,2022-08-11 15:50:14.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
56,2022-08-11 15:50:14.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
57,2022-08-11 15:50:15.000000,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.16,,,0.0,0.043,0.0,0.043,,,0.0,0.16,,,0.0,0.043,0.0,0.043,,,,,,,,,,,,,
