,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB CQI CW1,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] WB PMI 0,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],LTE KPI SCell[2] WB CQI CW0,LTE KPI SCell[2] WB CQI CW1,LTE KPI SCell[2] WB RI,LTE KPI SCell[2] WB RI1 Rate,LTE KPI SCell[2] WB RI2 Rate,LTE KPI SCell[2] WB RI3 Rate,LTE KPI SCell[2] WB RI4 Rate,LTE KPI SCell[2] Tx Mode,LTE KPI SCell[2] WB PMI 0,LTE KPI SCell[2] DL MCS0,LTE KPI SCell[2] DL Modulation0,LTE KPI Scell[2] PDSCH PRB Number(Avg),LTE KPI SCell[2] PDSCH PRB Number(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[2] PDSCH BLER[%],LTE KPI SCell[2] PDSCH Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
102,2022-08-15 16:41:33.600000,-72.259277,42.172447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-86.26,-7.99,-59.54,,-4.33,6.97,23.84,13.0,12.0,,,,,,TM4,8.0,,,,19.05,,,64QAM,,3.11,,,,,,5.56,,,,,,3.11,,,,5.56,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2022-08-15 16:41:33.700000,-72.259247,42.172462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-86.36,-7.35,-60.16,,,8.29,23.63,13.0,12.0,,,,,,TM4,8.0,,9.67,21.0,19.95,256QAM,256QAM,64QAM,12.67,3.0,,,,,50.0,0.0,,,,,12.67,3.0,,,50.0,0.0,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0
104,2022-08-15 16:41:33.800000,-72.259216,42.172474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-86.4,-7.53,-59.67,9.24,,7.02,24.12,13.0,12.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,,,21.0,,,64QAM,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,0.002,,0.002,0.003,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2022-08-15 16:41:33.900000,-72.259186,42.172489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-87.36,-7.38,-61.07,,,6.75,22.67,13.0,13.0,,,,,,TM4,8.0,,,,20.65,,,64QAM,,3.0,,,,,,5.41,,,,,,3.0,,,,5.41,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2022-08-15 16:41:34.000000,-72.259163,42.172504,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,200.0,Band 2,675.0,18675.0,15.0,15.0,-86.69,-10.56,-57.27,7.9,,6.11,21.44,12.0,12.5,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,10.0,,20.26,256QAM,,64QAM,4.0,3.0,0.09,0.09,0.0,0.62,0.0,0.0,0.03,0.442,0.03,0.407,4.0,3.0,0.09,0.62,0.0,0.0,0.03,0.442,0.03,0.407,0.004,,0.004,,1048.0,NonCA,NonCA,Band 2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2022-08-15 16:41:34.100000,-72.259132,42.172516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-85.79,-8.33,-58.71,,,6.43,22.6,13.0,13.0,,,,,,TM4,8.0,,,,21.11,,,64QAM,,3.0,,,,,,5.26,,,,,,3.0,,,,5.26,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2022-08-15 16:41:34.200000,-72.259102,42.172531,-72.2591,42.17253,17:41:34,58.0,101.0,101.0,28.55,1.0,2.0,,10.0,60.0,315.0,32.0,18.0,27.0,186.0,29.0,23.0,81.0,84.0,33.0,24.0,58.0,70.0,40.0,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-86.28,-8.39,-59.13,,,6.47,21.91,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,20.21,,,64QAM,,3.0,,,,,,16.67,,,,,,3.0,,,,16.67,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0
109,2022-08-15 16:41:34.300000,-72.259071,42.172543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-85.02,-7.32,-58.66,7.72,,7.46,23.68,14.5,14.0,,,,,,TM4,8.0,,10.0,,19.95,256QAM,,64QAM,4.0,3.0,,,,,0.0,5.26,,,,,4.0,3.0,,,0.0,5.26,,,,,0.002,0.003,0.002,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2022-08-15 16:41:34.400000,-72.259041,42.172558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-84.54,-8.15,-57.61,,,5.55,23.44,13.0,12.0,,,,,,TM4,8.0,,,,21.0,,,64QAM,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2022-08-15 16:41:34.500000,-72.259018,42.172569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-84.25,-7.31,-58.05,8.36,,7.05,21.83,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,21.33,,,64QAM,,3.0,,,,,,5.56,,,,,,3.0,,,,5.56,,,,,0.002,,0.002,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2022-08-15 16:41:34.600000,-72.258987,42.172585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-83.7,-6.61,-57.34,,,5.29,23.62,14.0,13.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,10.0,,20.24,256QAM,,64QAM,4.0,3.0,,,,,0.0,11.11,,,,,4.0,3.0,,,0.0,11.11,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2022-08-15 16:41:34.700000,-72.258957,42.172596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-83.91,-7.19,-56.55,7.76,,6.59,22.97,14.5,13.5,,,,,,TM4,8.0,,,,19.73,,,64QAM,,3.11,,,,,,16.0,,,,,,3.11,,,,16.0,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0
114,2022-08-15 16:41:34.800000,-72.258926,42.172607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-85.03,-7.19,-58.33,8.27,,6.87,22.43,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,20.1,,,64QAM,,3.0,,,,,,5.56,,,,,,3.0,,,,5.56,,,,,0.002,,0.002,0.003,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2022-08-15 16:41:34.900000,-72.258896,42.172623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-86.5,-8.35,-59.42,,-7.79,6.39,20.8,15.0,14.0,,,,,,TM4,8.0,,10.0,,21.06,256QAM,,64QAM,4.0,3.0,,,,,0.0,5.56,,,,,4.0,3.0,,,0.0,5.56,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2022-08-15 16:41:35.000000,-72.258873,42.172634,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,200.0,Band 2,675.0,18675.0,15.0,15.0,-86.88,-9.35,-58.78,7.66,,5.39,22.02,15.0,15.0,,,,,,TM4,8.0,4x2,,,21.56,,,64QAM,,3.0,0.08,0.08,0.0,0.62,,10.53,0.026,0.455,0.026,0.412,,3.0,0.08,0.62,,10.53,0.026,0.455,0.026,0.412,0.004,,0.004,,1048.0,NonCA,NonCA,Band 2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2022-08-15 16:41:35.100000,-72.258842,42.172649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-85.89,-10.01,-56.64,,,6.5,21.59,15.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,,,20.57,,,64QAM,,3.0,,,,,,2.86,,,,,,3.0,,,,2.86,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2022-08-15 16:41:35.200000,-72.258812,42.172661,-72.25881,42.17266,17:41:35,58.0,101.0,101.0,27.96,1.0,2.0,,10.0,60.0,315.0,33.0,18.0,27.0,186.0,26.0,23.0,81.0,84.0,31.0,24.0,58.0,70.0,40.0,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-85.36,-8.4,-58.01,,,7.29,22.96,14.5,13.5,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,10.0,,20.71,256QAM,,64QAM,3.75,3.0,,,,,0.0,11.11,,,,,3.75,3.0,,,0.0,11.11,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0
119,2022-08-15 16:41:35.300000,-72.258781,42.172672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-85.15,-7.85,-58.39,8.38,,8.14,22.72,14.0,15.0,,,,,,TM4,8.0,,,,20.95,,,64QAM,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,0.002,,0.002,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2022-08-15 16:41:35.400000,-72.258759,42.172688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-84.56,-8.48,-57.32,,,6.7,23.69,15.0,15.0,,,,,,TM4,8.0,,,,,,,,,,,,,,,5.88,,,,,,,,,,5.88,,,,,,,,,1048.0,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2022-08-15 16:41:35.500000,-72.258728,42.172699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-83.85,-8.79,-56.31,8.94,,7.55,21.14,15.0,15.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,10.0,,21.29,256QAM,,64QAM,4.0,3.0,,,,,0.0,15.79,,,,,4.0,3.0,,,0.0,15.79,,,,,0.002,,0.002,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2022-08-15 16:41:35.600000,-72.258698,42.172714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-83.43,-7.84,-56.72,,,6.17,22.7,15.0,15.0,,,,,,TM4,8.0,,,,20.71,,,64QAM,,3.0,,,,,,18.92,,,,,,3.0,,,,18.92,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2022-08-15 16:41:35.700000,-72.258667,42.172726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-83.57,-8.9,-55.61,,,5.06,24.0,15.0,15.0,,,,,,TM4,8.0,,,,21.7,,,64QAM,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0
124,2022-08-15 16:41:35.800000,-72.258644,42.172737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-83.79,-7.54,-57.52,7.0,,4.04,23.0,13.0,13.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,10.0,,21.5,256QAM,,64QAM,4.0,3.0,,,,,0.0,11.76,,,,,4.0,3.0,,,0.0,11.76,,,,,0.002,0.003,0.002,0.003,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2022-08-15 16:41:35.900000,-72.258614,42.172752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-84.52,-7.76,-58.01,,,4.7,23.29,14.0,12.0,,,,,,TM4,8.0,,,,19.14,,,64QAM,,3.0,,,,,,5.26,,,,,,3.0,,,,5.26,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2022-08-15 16:41:36.000000,-72.258583,42.172764,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,200.0,Band 2,675.0,18675.0,15.0,15.0,-84.65,-7.86,-58.03,6.0,,6.0,22.75,15.0,11.0,,,,,,TM4,8.0,,,,20.79,,,64QAM,,3.0,0.11,0.11,0.0,0.64,,0.0,0.036,0.448,0.036,0.399,,3.0,0.11,0.64,,0.0,0.036,0.448,0.036,0.399,0.004,,0.004,,1048.0,NonCA,NonCA,Band 2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2022-08-15 16:41:36.100000,-72.25856,42.172779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-83.78,-9.34,-55.55,7.88,,8.41,22.86,,,2.0,0.0,100.0,0.0,0.0,TM4,,,10.0,,19.94,256QAM,,64QAM,4.0,2.95,,,,,0.0,18.42,,,,,4.0,2.95,,,0.0,18.42,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2022-08-15 16:41:36.200000,-72.25853,42.172791,-72.25853,42.17279,17:41:36,58.0,100.0,100.0,27.26,1.0,2.0,,10.0,60.0,315.0,32.0,18.0,27.0,186.0,27.0,23.0,81.0,84.0,33.0,24.0,58.0,70.0,40.0,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-83.28,-8.41,-56.01,,-8.15,7.78,22.97,15.0,14.0,,,,,,TM4,8.0,,,,19.23,,,64QAM,,3.18,,,,,,11.76,,,,,,3.19,,,,11.76,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0
129,2022-08-15 16:41:36.300000,-72.258499,42.172802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-83.5,-9.85,-54.89,9.7,,7.56,23.52,15.0,15.0,,,,,,TM4,8.0,,,,20.55,,,64QAM,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,0.002,,0.002,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2022-08-15 16:41:36.400000,-72.258476,42.172817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-83.47,-10.87,-53.86,,,7.82,23.26,15.0,15.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,10.0,,20.29,256QAM,,64QAM,4.0,3.06,,,,,0.0,6.25,,,,,4.0,3.06,,,0.0,6.25,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2022-08-15 16:41:36.500000,-72.258446,42.172829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-82.75,-9.08,-54.93,,,6.94,23.24,15.0,15.0,,,,,,TM4,8.0,,,,20.55,,,64QAM,,3.0,,,,,,15.79,,,,,,3.0,,,,15.79,,,,,0.002,,0.002,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2022-08-15 16:41:36.600000,-72.258415,42.172844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-82.98,-9.99,-54.23,8.94,,4.58,21.89,15.0,15.0,,,,,,TM4,8.0,,,,20.94,,,64QAM,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2022-08-15 16:41:36.700000,-72.258392,42.172855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-82.52,-9.22,-54.53,,,7.89,22.85,15.0,15.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,10.0,,20.06,256QAM,,64QAM,4.0,3.05,,,,,0.0,17.65,,,,,4.0,3.05,,,0.0,17.65,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0
134,2022-08-15 16:41:36.800000,-72.258362,42.172867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-83.02,-10.31,-53.94,8.78,,5.88,24.46,15.0,15.0,,,,,,TM4,8.0,,,,20.44,,,64QAM,,3.0,,,,,,5.88,,,,,,3.0,,,,5.88,,,,,0.002,,0.002,0.003,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2022-08-15 16:41:36.900000,-72.258331,42.172882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-82.8,-10.19,-53.87,,,8.41,23.87,15.0,15.0,,,,,,TM4,8.0,,,,20.95,,,64QAM,,3.0,,,,,,15.79,,,,,,3.0,,,,15.79,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2022-08-15 16:41:37.000000,-72.258301,42.172894,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,200.0,Band 2,675.0,18675.0,15.0,15.0,-81.88,-9.17,-53.95,8.96,,6.87,25.3,15.0,13.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,4x2,10.0,,20.14,256QAM,,64QAM,3.75,3.0,0.11,0.11,0.0,0.68,0.0,17.65,0.031,0.469,0.031,0.412,3.75,3.0,0.11,0.68,0.0,17.65,0.031,0.469,0.031,0.412,0.004,,0.004,,1048.0,NonCA,NonCA,Band 2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2022-08-15 16:41:37.100000,-72.258278,42.172909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Band 2,675.0,18675.0,15.0,15.0,-81.92,-6.66,-56.52,,,6.47,23.89,15.0,13.0,,,,,,TM4,8.0,,,,19.12,,,64QAM,,3.0,,,,,,16.67,,,,,,3.0,,,,16.67,,,,,,,,,1048.0,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
